locus_tag,old_locus_tag,mist_product,mist_ranks,mist_dna_binding_domains,mist_input_domains,mist_output_domains,mist_signal_gene_id,mist_gene_id,genome_version,genome_name,taxonomy_id,selection,retrieved_at_utc
PA0032,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460400,1069048,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2737,,hypothetical protein,ocp,MerR_1,,MerR_1,32460040,1071792,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2758,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460039,1071819,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2766,,transcriptional regulator,ocp,TetR_N,,TetR_N,32460038,1071828,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2780,,hypothetical protein,ocp,HTH_31,,HTH_31,32460037,1071844,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2785,,hypothetical protein,ocp,HTH_26,,HTH_26,32460036,1071849,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2802,,transcriptional regulator,ocp,GntR,UTRA,GntR,32460032,1071865,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2809,,two-component response regulator CopR,tcp|rr,Trans_reg_C,,Trans_reg_C,32460031,1071872,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2825,,transcriptional regulator,ocp,MarR,,MarR,32460026,1071890,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2834,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460024,1071899,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2838,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460023,1071903,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2846,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460022,1071911,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2848,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460021,1071913,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2849,,transcriptional regulator,ocp,MarR,,MarR,32460020,1071914,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2877,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460017,1071943,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2879,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460016,1071945,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2885,,atu genes repressor,ocp,TetR_N,,TetR_N,32460010,1071951,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2896,,RNA polymerase sigma factor,ecf,Sigma70_r2|Sigma70_r4_2,,Sigma70_r2|Sigma70_r4_2,32460009,1071962,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2897,,transcriptional regulator,ocp,GntR,Aminotran_1_2,GntR,32460008,1071963,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2899,,transcriptional regulator,tcp|rr,GerE,,GerE,32460007,1071965,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2917,,transcriptional regulator,ocp,HTH_18,AraC_binding,HTH_18,32460006,1071983,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2921,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460004,1071987,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2930,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460003,1071996,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2931,,CifR protein,ocp,TetR_N,,TetR_N,32460002,1071997,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA2957,,transcriptional regulator,ocp,TetR_N,WHG,TetR_N,32460000,1072024,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3006,,transcriptional regulator PsrA,ocp,TetR_N,,TetR_N,32460053,1072074,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3007,,LexA repressor,ocp,LexA_DNA_bind,Peptidase_S24,LexA_DNA_bind,32460052,1072075,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3027,,transcriptional regulator,ocp,HTH_18,Arabinose_bd,HTH_18,32460050,1072095,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3034,,transcriptional regulator,ocp,TetR_N,,TetR_N,32459999,1072103,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3045,,two-component response regulator,tcp|rr,GerE,,GerE,32459997,1072114,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3056,,hypothetical protein,ocp,HTH_31,,HTH_31,32459996,1072125,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3067,,transcriptional regulator,ocp,HTH_27,,HTH_27,32459994,1072136,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3077,,two-component response regulator,tcp|rr,Trans_reg_C,,Trans_reg_C,32459993,1072146,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3094,,transcriptional regulator,ocp,HTH_18,Arabinose_bd,HTH_18,32459991,1072163,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3122,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459990,1072194,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3124,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459989,1072196,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3133,,transcriptional regulator,ocp,TetR_N,,TetR_N,32459988,1072205,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3135,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459987,1072211,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3174,,transcriptional regulator,ocp,HTH_IclR,IclR,HTH_IclR,32459985,1072250,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3184,,HTH-type transcriptional regulator,ocp,HTH_6,SIS,HTH_6,32459983,1072260,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3192,,two-component response regulator GltR,tcp|rr,Trans_reg_C,,Trans_reg_C,32459981,1072268,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3204,,two-component response regulator,tcp|rr,Trans_reg_C,,Trans_reg_C,32459980,1072280,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3215,,transcriptional regulator,ocp,HTH_18,Arabinose_bd,HTH_18,32459978,1072291,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3220,,transcriptional regulator,ocp,HTH_18,,HTH_18,32459976,1072295,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3225,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459975,1072300,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3249,,transcriptional regulator,ocp,GntR,UTRA,GntR,32460015,1072324,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3260,,transcriptional regulator,ocp,HTH_3,,HTH_3,32460013,1072335,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3269,,transcriptional regulator,ocp,HTH_18,AraC_binding,HTH_18,32459974,1072346,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3285,,ECF subfamily sigma-70 factor,ecf,Sigma70_r2|Sigma70_r4_2,,Sigma70_r2|Sigma70_r4_2,32459972,1072362,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3321,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459969,1072401,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3322,,hypothetical protein,ocp,MerR_1,,MerR_1,32459968,1072402,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3341,,transcriptional regulator,ocp,MarR_2,,MarR_2,32459967,1072421,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3381,,transcriptional regulator,ocp,GntR,UTRA,GntR,32459958,1072463,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3385,,alginate and motility regulator Z,ocp,Arc,,Arc,32459957,1072467,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3398,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459956,1072480,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3410,,ECF subfamily sigma-70 factor,ecf,Sigma70_r2|Sigma70_r4_2,,Sigma70_r2|Sigma70_r4_2,32459955,1072493,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3420,,transcriptional regulator,ocp,GerE,,GerE,32459954,1072503,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3423,,transcriptional regulator,ocp,HTH_18,,HTH_18,32459953,1072506,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3433,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459952,1072516,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3458,,transcriptional regulator,ocp,MarR,,MarR,32459951,1072542,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3477,,transcriptional regulator RhlR,ocp,GerE,Autoind_bind,GerE,32459986,1072561,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3508,,transcriptional regulator,ocp,HTH_IclR,IclR,HTH_IclR,32459949,1072592,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3563,,FruR family transcriptional regulator,ocp,LacI,Peripla_BP_1,LacI,32459948,1072647,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3565,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459947,1072649,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3571,,transcriptional regulator MmsR,ocp,HTH_18,AraC_binding,HTH_18,32459946,1072655,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3574,,transcriptional regulator,ocp,TetR_N,TetR_C_2,TetR_N,32459945,1072658,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3583,,glycerol-3-phosphate regulon repressor,ocp,HTH_DeoR,DeoRC,HTH_DeoR,32459944,1072668,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3587,,transcriptional regulator MetR,ocp,HTH_1,LysR_substrate,HTH_1,32459943,1072672,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3594,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459942,1072679,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3596,,methylated-DNA--protein-cysteine methyltransferase,ocp,HTH_18,Ada_Zn_binding,HTH_18,32459941,1072681,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3599,,transcriptional regulator,ocp,GerE,,GerE,32459940,1072684,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3604,,response regulator ErdR,tcp|rr,GerE,,GerE,32459939,1072689,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3622,,RNA polymerase sigma factor RpoS,ocp,Sigma70_r2|Sigma70_r3|Sigma70_r4,,Sigma70_r2|Sigma70_r3|Sigma70_r4,32459934,1072708,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3630,,glutathione-dependent formaldehyde neutralization regulator GfnR,ocp,HTH_1,LysR_substrate,HTH_1,32459933,1072716,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3678,,transcriptional regulator,ocp,TetR_N,TetR_C_7,TetR_N,32459932,1072764,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3689,,transcriptional regulator,ocp,MerR_1,,MerR_1,32459931,1072775,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3699,,transcriptional regulator,ocp,TetR_N,,TetR_N,32459930,1072785,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3711,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459922,1072797,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3714,,two-component response regulator,tcp|rr,GerE,,GerE,32459921,1072800,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3721,,transcriptional regulator,ocp,TetR_N,,TetR_N,32459920,1072807,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3757,,transcriptional regulator,ocp,GntR,UTRA,GntR,32459919,1072844,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3771,,transcriptional regulator,ecf,GerE,,GerE,32459918,1072858,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3776,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459917,1072863,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3778,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459916,1072865,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3782,,transcriptional regulator,ocp,HTH_18,DJ-1_PfpI,HTH_18,32459915,1072869,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3804,,hypothetical protein,ocp,HTH_25,DUF4115,HTH_25,32459914,1072891,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3815,,HTH-type transcriptional regulator,ocp,Rrf2,,Rrf2,32459913,1072902,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3830,,transcriptional regulator,ocp,HTH_18,Cupin_2,HTH_18,32459902,1072918,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3845,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459901,1072932,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3864,,transcriptional regulator,ocp,HTH_22,PAS,HTH_22,32459900,1072951,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3879,,transcriptional regulator NarL,tcp|rr,GerE,,GerE,32459898,1072967,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3895,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459897,1072984,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3898,,transcriptional regulator,ocp,HTH_18,,HTH_18,32459896,1072987,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3899,,RNA polymerase sigma factor,ecf,Sigma70_r2|Sigma70_r4_2,,Sigma70_r2|Sigma70_r4_2,32459895,1072988,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3921,,transcriptional regulator,ocp,GerE,,GerE,32459894,1073010,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3927,,transcriptional regulator,ocp,HTH_18,,HTH_18,32459893,1073016,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3948,,two-component response regulator RocA1,tcp|rr,GerE,,GerE,32459935,1073037,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3965,,transcriptional regulator,ocp,HTH_24,AsnC_trans_reg,HTH_24,32459892,1073054,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3973,,transcriptional regulator,ocp,TetR_N,,TetR_N,32459891,1073063,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA3995,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459889,1073084,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4021,,transcriptional regulator,ocp,HTH_8,GAF,HTH_8,32459888,1073110,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4032,,two-component response regulator,tcp|rr,Trans_reg_C,,Trans_reg_C,32459887,1073121,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4070,,FeaR family transcriptional regulator,ocp,HTH_18,AraC_binding_2,HTH_18,32459885,1073158,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4074,,transcriptional regulator,ocp,GerE,,GerE,32459884,1073162,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4077,,transcriptional regulator,ocp,HTH_3,,HTH_3,32459881,1073165,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4080,,response regulator,tcp|rr,GerE,,GerE,32459880,1073168,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4094,,transcriptional regulator,ocp,HTH_18,AraC_binding_2,HTH_18,32459879,1073182,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4101,,protein BfmR,tcp|rr,Trans_reg_C,,Trans_reg_C,32459878,1073189,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4109,,transcriptional regulator AmpR,ocp,HTH_1,LysR_substrate,HTH_1,32459875,1073198,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4120,,transcriptional regulator,ocp,HTH_18,AraC_binding,HTH_18,32459872,1073209,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4132,,hypothetical protein,ocp,GntR,Aminotran_1_2,GntR,32459871,1073221,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4135,,transcriptional regulator,ocp,MarR,,MarR,32459870,1073224,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4145,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459869,1073234,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4147,,transcriptional regulator AcoR,ocp,HTH_8,GAF,HTH_8,32459868,1073236,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4157,,transcriptional regulator,ocp,HTH_IclR,IclR,HTH_IclR,32459867,1073246,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4165,,transcriptional regulator,ocp,GntR,Aminotran_1_2,GntR,32459866,1073254,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4169,,hypothetical protein,ocp,Rrf2,,Rrf2,32459865,1073258,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4174,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459864,1073263,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4184,,transcriptional regulator,ocp,HTH_18,DJ-1_PfpI,HTH_18,32459912,1073273,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4185,,transcriptional regulator,ocp,GntR,FCD,GntR,32459911,1073274,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4196,,protein BfiR,tcp|rr,GerE,,GerE,32459910,1073285,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4203,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459908,1073292,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4227,,transcriptional regulator PchR,ocp,HTH_18,,HTH_18,32459907,1073316,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4280,,biotin--protein ligase,ocp,HTH_11,BPL_LplA_LipB,HTH_11,32459906,1073375,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4288,,transcriptional regulator,ocp,HTH_18,AraC_binding,HTH_18,32459905,1073388,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4296,,two-component response regulator PprB,tcp|rr,GerE,,GerE,32459862,1073396,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4335,,hypothetical protein,ocp,RHH_4,,RHH_4,32459855,1073436,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4341,,transcriptional regulator,ocp,HTH_IclR,,HTH_IclR,32459854,1073442,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4354,,hypothetical protein,ocp,HTH_20,,HTH_20,32459852,1073455,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4357,,hypothetical protein,ocp,FeoC,,FeoC,32459851,1073458,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
